New Data Log file
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,5
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,227
PY,0
PY,0
LI,227
PY,0
PY,0
LI,227
PY,40
PY,5
LI,226
PY,0
PY,0
LI,227
PY,0
PY,0
LI,226
PY,45
PY,0
LI,227
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,227
PY,5
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,5
PY,10
LI,225
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,15
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,227
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,227
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,10
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,10
PY,0
LI,225
PY,0
PY,0
LI,226
PY,0
PY,0
LI,226
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,15
PY,0
LI,225
PY,0
PY,0
LI,227
PY,0
PY,0
LI,227
PY,0
PY,0
LI,225
PY,0
PY,0
LI,227
PY,0
PY,0
LI,225
PY,0
PY,0
LI,225
PY,0
PY,0
LI,226
PY,0
